종목명,종목코드,현재가,시가총액,매출성장률,순이익률,부채비율,PER,PBR,평가점수,종합평가,평가이유,성장성점수,수익성점수,안정성점수,투자지표점수
플래티어,367000,4505,37788872535,-10.51051051051051,-18.79194630872483,39.56639566395664,-5.3984,1.0064,30,주의 필요,매출 성장률이 -10.51%로 저조함; 순이익률이 -18.79%로 개선 필요; 부채비율이 39.57%로 높음; PER이 -5.40로 저평가 가능성; PBR이 1.01로 적정 수준,0,0,0,30
아이씨에이치,368600,2710,47528917660,49.53703703703704,-19.814241486068113,153.33333333333334,-2.285,1.007,50,보통,매출 성장률이 49.54%로 우수함; 순이익률이 -19.81%로 개선 필요; 부채비율이 153.33%로 높음; PER이 -2.29로 저평가 가능성; PBR이 1.01로 적정 수준,20,0,0,30
파이버프로,368770,6160,202382026000,69.58762886597938,21.88449848024316,29.274611398963728,27.7236,5.4809,40,보통,매출 성장률이 69.59%로 우수함; 순이익률이 21.88%로 우수함; 부채비율이 29.27%로 높음; PER이 27.72로 고평가 가능성; PBR이 5.48로 고평가 가능성,20,20,0,0
오에스피,368970,2755,25748670800,-13.920454545454545,8.91089108910891,47.81704781704782,15.1463,0.5392,20,주의 필요,매출 성장률이 -13.92%로 저조함; 순이익률이 8.91%로 개선 필요; 부채비율이 47.82%로 높음; PER이 15.15로 고평가 가능성; PBR이 0.54로 적정 수준,0,0,0,20
블리츠웨이엔터테인먼트,369370,1394,69521443934,307.86516853932585,-22.03856749311295,69.84126984126983,-8.0839,2.1212,30,주의 필요,매출 성장률이 307.87%로 우수함; 순이익률이 -22.04%로 개선 필요; 부채비율이 69.84%로 높음; PER이 -8.08로 저평가 가능성; PBR이 2.12로 고평가 가능성,20,0,0,10
퓨런티어,370090,14450,123646193500,-45.59139784946237,0.3952569169960474,7.188160676532769,-56.2028,2.5376,30,주의 필요,매출 성장률이 -45.59%로 저조함; 순이익률이 0.40%로 개선 필요; 부채비율이 7.19%로 안정적임; PER이 -56.20로 저평가 가능성; PBR이 2.54로 고평가 가능성,0,0,20,10
풍원정밀,371950,11170,235022250960,14.385150812064964,-61.05476673427992,250.54545454545453,-7.7822,8.7695,20,주의 필요,매출 성장률이 14.39%로 양호함; 순이익률이 -61.05%로 개선 필요; 부채비율이 250.55%로 높음; PER이 -7.78로 저평가 가능성; PBR이 8.77로 고평가 가능성,10,0,0,10
윤성에프앤씨,372170,32350,258122202800,-13.294982422499203,13.674898636196092,52.50886974151039,10.4503,1.3683,50,보통,매출 성장률이 -13.29%로 저조함; 순이익률이 13.67%로 양호함; 부채비율이 52.51%로 높음; PER이 10.45로 적정 수준; PBR이 1.37로 적정 수준,0,10,0,40
아이티아이즈,372800,6630,40091543700,6.275033377837117,1.507537688442211,226.37362637362637,-21.1008,2.2877,10,주의 필요,매출 성장률이 6.28%로 저조함; 순이익률이 1.51%로 개선 필요; 부채비율이 226.37%로 높음; PER이 -21.10로 저평가 가능성; PBR이 2.29로 고평가 가능성,0,0,0,10
한컴라이프케어,372910,2895,80117405370,-7.092198581560284,6.965648854961833,46.602658788774,16.0235,0.6001,20,주의 필요,매출 성장률이 -7.09%로 저조함; 순이익률이 6.97%로 개선 필요; 부채비율이 46.60%로 높음; PER이 16.02로 고평가 가능성; PBR이 0.60로 적정 수준,0,0,0,20
엑셀세라퓨틱스,373110,3400,37190770800,72.72727272727273,-500.0,85.71428571428571,-3.795,5.9505,30,주의 필요,매출 성장률이 72.73%로 우수함; 순이익률이 -500.00%로 개선 필요; 부채비율이 85.71%로 높음; PER이 -3.79로 저평가 가능성; PBR이 5.95로 고평가 가능성,20,0,0,10
엠아이큐브솔루션,373170,8120,40907991600,22.31404958677686,-0.33783783783783783,38.009049773755656,-45.4533,1.8595,50,보통,매출 성장률이 22.31%로 우수함; 순이익률이 -0.34%로 개선 필요; 부채비율이 38.01%로 높음; PER이 -45.45로 저평가 가능성; PBR이 1.86로 적정 수준,20,0,0,30
엑스플러스,373200,654,65965428126,6.122448979591836,-20.192307692307693,140.0,-41.2284,8.2457,10,주의 필요,매출 성장률이 6.12%로 저조함; 순이익률이 -20.19%로 개선 필요; 부채비율이 140.00%로 높음; PER이 -41.23로 저평가 가능성; PBR이 8.25로 고평가 가능성,0,0,0,10
DL이앤씨,375500,46600,1803122831800,4.095806584825619,2.75533756491633,100.43337391914481,7.7255,0.3726,30,주의 필요,매출 성장률이 4.10%로 저조함; 순이익률이 2.76%로 개선 필요; 부채비율이 100.43%로 높음; PER이 7.73로 적정 수준; PBR이 0.37로 저평가 가능성,0,0,0,30
피코그램,376180,3450,64035581100,15.884476534296029,22.118380062305295,81.20649651972158,30.4931,1.613,50,보통,매출 성장률이 15.88%로 양호함; 순이익률이 22.12%로 우수함; 부채비율이 81.21%로 높음; PER이 30.49로 고평가 가능성; PBR이 1.61로 적정 수준,10,20,0,20
에이치이엠파마,376270,18900,133786239300,184.9056603773585,-50.331125827814574,40.99616858237548,,,20,주의 필요,매출 성장률이 184.91%로 우수함; 순이익률이 -50.33%로 개선 필요; 부채비율이 41.00%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,0,0,0
씨유테크,376290,3345,59064337500,64.37246963562752,4.785362420830401,19.591141396933562,6.4906,0.5256,80,매우 좋음,매출 성장률이 64.37%로 우수함; 순이익률이 4.79%로 개선 필요; 부채비율이 19.59%로 안정적임; PER이 6.49로 적정 수준; PBR이 0.53로 적정 수준,20,0,20,40
디어유,376300,47750,1133508886500,-1.0568031704095113,32.576769025367156,12.39795918367347,54.7589,5.8991,40,보통,매출 성장률이 -1.06%로 저조함; 순이익률이 32.58%로 우수함; 부채비율이 12.40%로 안정적임; PER이 54.76로 고평가 가능성; PBR이 5.90로 고평가 가능성,0,20,20,0
로킷헬스케어,376900,16030,247821219170,5.64516129032258,-58.778625954198475,-114.6562905317769,-33.0428,-3.3098,40,보통,매출 성장률이 5.65%로 저조함; 순이익률이 -58.78%로 개선 필요; 부채비율이 -114.66%로 안정적임; PER이 -33.04로 저평가 가능성; PBR이 -3.31로 저평가 가능성,0,0,20,20
노을,376930,1921,70975302260,-40.74074074074074,-1406.25,87.12871287128714,-3.113,2.9916,10,주의 필요,매출 성장률이 -40.74%로 저조함; 순이익률이 -1406.25%로 개선 필요; 부채비율이 87.13%로 높음; PER이 -3.11로 저평가 가능성; PBR이 2.99로 고평가 가능성,0,0,0,10
원티드랩,376980,4515,44095268910,-7.5566750629722925,-3.2697547683923704,37.534246575342465,-20.9977,1.2073,30,주의 필요,매출 성장률이 -7.56%로 저조함; 순이익률이 -3.27%로 개선 필요; 부채비율이 37.53%로 높음; PER이 -21.00로 저평가 가능성; PBR이 1.21로 적정 수준,0,0,0,30
비트맥스,377030,4375,162886596250,1966.6666666666667,-72.58064516129032,100.0,-6.4129,10.5599,30,주의 필요,매출 성장률이 1966.67%로 우수함; 순이익률이 -72.58%로 개선 필요; 부채비율이 100.00%로 높음; PER이 -6.41로 저평가 가능성; PBR이 10.56로 고평가 가능성,20,0,0,10
프롬바이오,377220,1940,54921400000,0.7496251874062968,-38.98809523809524,65.37678207739307,-2.441,0.9891,30,주의 필요,매출 성장률이 0.75%로 저조함; 순이익률이 -38.99%로 개선 필요; 부채비율이 65.38%로 높음; PER이 -2.44로 저평가 가능성; PBR이 0.99로 적정 수준,0,0,0,30
카카오페이,377300,65400,8828462935200,24.50438739031524,-2.8060558600887497,131.0393552438769,-1209.3785,4.5973,30,주의 필요,매출 성장률이 24.50%로 우수함; 순이익률이 -2.81%로 개선 필요; 부채비율이 131.04%로 높음; PER이 -1209.38로 저평가 가능성; PBR이 4.60로 고평가 가능성,20,0,0,10
이지트로닉스,377330,4530,36873991620,3.6931818181818183,-9.58904109589041,27.83109404990403,-24.5827,0.6921,30,주의 필요,매출 성장률이 3.69%로 저조함; 순이익률이 -9.59%로 개선 필요; 부채비율이 27.83%로 높음; PER이 -24.58로 저평가 가능성; PBR이 0.69로 적정 수준,0,0,0,30
리파인,377450,17960,311246800000,1.954887218045113,30.383480825958703,6.572769953051644,17.196,1.8162,60,좋음,매출 성장률이 1.95%로 저조함; 순이익률이 30.38%로 우수함; 부채비율이 6.57%로 안정적임; PER이 17.20로 고평가 가능성; PBR이 1.82로 적정 수준,0,20,20,20
위니아에이드,377460,1691,26030247855,-57.60116660590594,-50.042992261392946,817.2093023255813,-0.4847,0.6607,30,주의 필요,매출 성장률이 -57.60%로 저조함; 순이익률이 -50.04%로 개선 필요; 부채비율이 817.21%로 높음; PER이 -0.48로 저평가 가능성; PBR이 0.66로 적정 수준,0,0,0,30
마음AI,377480,19940,141409853920,-23.52941176470588,-111.53846153846155,275.75757575757575,-12.8554,7.9221,10,주의 필요,매출 성장률이 -23.53%로 저조함; 순이익률이 -111.54%로 개선 필요; 부채비율이 275.76%로 높음; PER이 -12.86로 저평가 가능성; PBR이 7.92로 고평가 가능성,0,0,0,10
바이오노트,377740,5180,528650328640,14.095449500554938,53.793774319066145,3.7535150996454334,12.4976,0.3287,80,매우 좋음,매출 성장률이 14.10%로 양호함; 순이익률이 53.79%로 우수함; 부채비율이 3.75%로 안정적임; PER이 12.50로 적정 수준; PBR이 0.33로 저평가 가능성,10,20,20,30
필에너지,378340,13380,286036061160,45.09405185561769,4.695164681149264,48.3554933519944,39.183,2.063,20,주의 필요,매출 성장률이 45.09%로 우수함; 순이익률이 4.70%로 개선 필요; 부채비율이 48.36%로 높음; PER이 39.18로 고평가 가능성; PBR이 2.06로 고평가 가능성,20,0,0,0
샤페론,378800,2755,83044050405,-100.0,,20.625,-6.1514,4.6785,10,주의 필요,매출 성장률이 -100.00%로 저조함; 매출 데이터 없음; 부채비율이 20.62%로 높음; PER이 -6.15로 저평가 가능성; PBR이 4.68로 고평가 가능성,0,0,0,10
화승알앤에이,378850,3255,61824242865,3.878360511238431,4.582095884599067,212.22591362126244,2.1542,0.4384,20,주의 필요,매출 성장률이 3.88%로 저조함; 순이익률이 4.58%로 개선 필요; 부채비율이 212.23%로 높음; PER이 2.15로 저평가 가능성; PBR이 0.44로 저평가 가능성,0,0,0,20
옵티코어,380540,1870,90433123330,-11.406844106463879,-28.75536480686695,108.21917808219179,-16.4424,4.7912,10,주의 필요,매출 성장률이 -11.41%로 저조함; 순이익률이 -28.76%로 개선 필요; 부채비율이 108.22%로 높음; PER이 -16.44로 저평가 가능성; PBR이 4.79로 고평가 가능성,0,0,0,10
뉴로핏,380550,19770,226881211950,37.5,-686.3636363636364,-119.3359375,,,40,보통,매출 성장률이 37.50%로 우수함; 순이익률이 -686.36%로 개선 필요; 부채비율이 -119.34%로 안정적임; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,0,20,0
제닉스,381620,7330,96154353600,3.588907014681892,9.448818897637794,40.55944055944056,26.7095,1.9298,20,주의 필요,매출 성장률이 3.59%로 저조함; 순이익률이 9.45%로 개선 필요; 부채비율이 40.56%로 높음; PER이 26.71로 고평가 가능성; PBR이 1.93로 적정 수준,0,0,0,20
케이카,381970,15490,746340310770,12.399882789607346,1.9117966543558549,132.4623560673162,16.0503,3.2763,10,주의 필요,매출 성장률이 12.40%로 양호함; 순이익률이 1.91%로 개선 필요; 부채비율이 132.46%로 높음; PER이 16.05로 고평가 가능성; PBR이 3.28로 고평가 가능성,10,0,0,0
온코크로스,382150,9650,115297592050,1000.0,-590.9090909090909,10.24390243902439,-15.5808,7.0626,50,보통,매출 성장률이 1000.00%로 우수함; 순이익률이 -590.91%로 개선 필요; 부채비율이 10.24%로 안정적임; PER이 -15.58로 저평가 가능성; PBR이 7.06로 고평가 가능성,20,0,20,10
지아이텍,382480,2070,81469279800,3.278688524590164,16.402116402116402,30.099999999999998,20.3673,0.8401,30,주의 필요,매출 성장률이 3.28%로 저조함; 순이익률이 16.40%로 양호함; 부채비율이 30.10%로 높음; PER이 20.37로 고평가 가능성; PBR이 0.84로 적정 수준,0,10,0,20
지앤비에스 에코,382800,3500,111408643500,-20.716685330347147,17.65536723163842,21.274685816876122,,,10,주의 필요,매출 성장률이 -20.72%로 저조함; 순이익률이 17.66%로 양호함; 부채비율이 21.27%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,0,10,0,0
원준,382840,9490,144927303690,9.176984705025491,2.468312208138759,106.71140939597315,69.013,1.1838,20,주의 필요,매출 성장률이 9.18%로 저조함; 순이익률이 2.47%로 개선 필요; 부채비율이 106.71%로 높음; PER이 69.01로 고평가 가능성; PBR이 1.18로 적정 수준,0,0,0,20
범한퓨얼셀,382900,17510,153405110000,18.688524590163937,1.6574585635359116,88.36648583484028,127.8376,1.1263,30,주의 필요,매출 성장률이 18.69%로 양호함; 순이익률이 1.66%로 개선 필요; 부채비율이 88.37%로 높음; PER이 127.84로 고평가 가능성; PBR이 1.13로 적정 수준,10,0,0,20
F&F,383220,70400,2696818080000,-4.169825625473845,18.776371308016877,44.92487161605275,7.8785,1.7777,50,보통,매출 성장률이 -4.17%로 저조함; 순이익률이 18.78%로 양호함; 부채비율이 44.92%로 높음; PER이 7.88로 적정 수준; PBR이 1.78로 적정 수준,0,10,0,40
LX홀딩스,383800,8340,636180954600,64.69093988145639,82.41645244215938,1.9098058096613704,3.4878,0.3445,80,매우 좋음,매출 성장률이 64.69%로 우수함; 순이익률이 82.42%로 우수함; 부채비율이 1.91%로 안정적임; PER이 3.49로 저평가 가능성; PBR이 0.34로 저평가 가능성,20,20,20,20
디티앤씨알오,383930,3620,46278543360,35.338345864661655,-5.555555555555555,182.57839721254356,-28.9241,1.9486,50,보통,매출 성장률이 35.34%로 우수함; 순이익률이 -5.56%로 개선 필요; 부채비율이 182.58%로 높음; PER이 -28.92로 저평가 가능성; PBR이 1.95로 적정 수준,20,0,0,30
코어라인소프트,384470,5230,93861199160,-4.878048780487805,-361.53846153846155,567.5675675675675,-6.216,14.4402,10,주의 필요,매출 성장률이 -4.88%로 저조함; 순이익률이 -361.54%로 개선 필요; 부채비율이 567.57%로 높음; PER이 -6.22로 저평가 가능성; PBR이 14.44로 고평가 가능성,0,0,0,10
파인메딕스,387570,7490,42137991000,-1.9607843137254901,-0.0,29.326923076923077,-84.276,2.6092,10,주의 필요,매출 성장률이 -1.96%로 저조함; 순이익률이 -0.00%로 개선 필요; 부채비율이 29.33%로 높음; PER이 -84.28로 저평가 가능성; PBR이 2.61로 고평가 가능성,0,0,0,10
지투파워,388050,9300,173997764100,12.145748987854251,7.581227436823104,74.65940054495913,51.1758,4.9326,10,주의 필요,매출 성장률이 12.15%로 양호함; 순이익률이 7.58%로 개선 필요; 부채비율이 74.66%로 높음; PER이 51.18로 고평가 가능성; PBR이 4.93로 고평가 가능성,10,0,0,0
유일로보틱스,388720,71200,817591451200,19.322033898305087,-25.85227272727273,23.57894736842105,160.312,8.5994,10,주의 필요,매출 성장률이 19.32%로 양호함; 순이익률이 -25.85%로 개선 필요; 부채비율이 23.58%로 높음; PER이 160.31로 고평가 가능성; PBR이 8.60로 고평가 가능성,10,0,0,0
라이콤,388790,2415,73875678345,-32.82051282051282,-29.00763358778626,34.61538461538461,-21.1073,3.4162,10,주의 필요,매출 성장률이 -32.82%로 저조함; 순이익률이 -29.01%로 개선 필요; 부채비율이 34.62%로 높음; PER이 -21.11로 저평가 가능성; PBR이 3.42로 고평가 가능성,0,0,0,10
파로스아이바이오,388870,5890,76251539480,,-3533.3333333333335,5.376344086021505,-7.2621,3.9305,30,주의 필요,매출 데이터 부족; 순이익률이 -3533.33%로 개선 필요; 부채비율이 5.38%로 안정적임; PER이 -7.26로 저평가 가능성; PBR이 3.93로 고평가 가능성,0,0,20,10
자람테크놀로지,389020,42650,264333184500,91.37931034482759,9.00900900900901,84.47058823529412,-293.7035,6.7047,30,주의 필요,매출 성장률이 91.38%로 우수함; 순이익률이 9.01%로 개선 필요; 부채비율이 84.47%로 높음; PER이 -293.70로 저평가 가능성; PBR이 6.70로 고평가 가능성,20,0,0,10
지니너스,389030,1826,60900468970,-7.142857142857142,-189.23076923076923,49.0990990990991,-5.1177,2.5428,10,주의 필요,매출 성장률이 -7.14%로 저조함; 순이익률이 -189.23%로 개선 필요; 부채비율이 49.10%로 높음; PER이 -5.12로 저평가 가능성; PBR이 2.54로 고평가 가능성,0,0,0,10
포바이포,389140,14960,167099235600,-1.4792899408284024,-36.93693693693694,93.44262295081968,-16.2232,5.4209,10,주의 필요,매출 성장률이 -1.48%로 저조함; 순이익률이 -36.94%로 개선 필요; 부채비율이 93.44%로 높음; PER이 -16.22로 저평가 가능성; PBR이 5.42로 고평가 가능성,0,0,0,10
대명에너지,389260,26600,476574245000,10.064935064935066,11.504424778761061,187.4125874125874,40.3876,3.6787,20,주의 필요,매출 성장률이 10.06%로 양호함; 순이익률이 11.50%로 양호함; 부채비율이 187.41%로 높음; PER이 40.39로 고평가 가능성; PBR이 3.68로 고평가 가능성,10,10,0,0
인벤티지랩,389470,32300,345107218200,157.14285714285714,-944.4444444444445,121.77914110429448,,,20,주의 필요,매출 성장률이 157.14%로 우수함; 순이익률이 -944.44%로 개선 필요; 부채비율이 121.78%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,0,0,0
에스비비테크,389500,20050,126994775200,7.8431372549019605,-16.363636363636363,138.84297520661158,-317.4869,10.1596,10,주의 필요,매출 성장률이 7.84%로 저조함; 순이익률이 -16.36%로 개선 필요; 부채비율이 138.84%로 높음; PER이 -317.49로 저평가 가능성; PBR이 10.16로 고평가 가능성,0,0,0,10
넥스트바이오메디컬,389650,59000,479489224000,93.87755102040816,30.526315789473685,30.30973451327434,,,40,보통,매출 성장률이 93.88%로 우수함; 순이익률이 30.53%로 우수함; 부채비율이 30.31%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,20,0,0
코닉오토메이션,391710,1549,65158818214,103.29670329670331,1.8018018018018018,50.191570881226056,72.3987,2.5805,20,주의 필요,매출 성장률이 103.30%로 우수함; 순이익률이 1.80%로 개선 필요; 부채비율이 50.19%로 높음; PER이 72.40로 고평가 가능성; PBR이 2.58로 고평가 가능성,20,0,0,0
토마토시스템,393210,6560,102431408640,-18.796992481203006,-8.333333333333332,28.467153284671532,-102.4314,3.6355,10,주의 필요,매출 성장률이 -18.80%로 저조함; 순이익률이 -8.33%로 개선 필요; 부채비율이 28.47%로 높음; PER이 -102.43로 저평가 가능성; PBR이 3.64로 고평가 가능성,0,0,0,10
더블유씨피,393890,7560,255854168640,5.60655737704918,-22.4153989444272,86.87796820152798,-2.3473,0.2586,20,주의 필요,매출 성장률이 5.61%로 저조함; 순이익률이 -22.42%로 개선 필요; 부채비율이 86.88%로 높음; PER이 -2.35로 저평가 가능성; PBR이 0.26로 저평가 가능성,0,0,0,20
대진첨단소재,393970,9110,134799030200,37.77089783281733,-0.44943820224719105,131.39158576051778,,,20,주의 필요,매출 성장률이 37.77%로 우수함; 순이익률이 -0.45%로 개선 필요; 부채비율이 131.39%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,0,0,0
오픈엣지테크놀로지,394280,13390,295014759910,-21.93877551020408,-178.4313725490196,42.833607907743,-11.0908,6.2305,10,주의 필요,매출 성장률이 -21.94%로 저조함; 순이익률이 -178.43%로 개선 필요; 부채비율이 42.83%로 높음; PER이 -11.09로 저평가 가능성; PBR이 6.23로 고평가 가능성,0,0,0,10
쓰리빌리언,394800,6900,218878619100,114.81481481481481,-113.79310344827587,6.713780918727916,,,40,보통,매출 성장률이 114.81%로 우수함; 순이익률이 -113.79%로 개선 필요; 부채비율이 6.71%로 안정적임; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,0,20,0
넥스트칩,396270,5880,106362967200,99.38271604938271,-64.08668730650155,530.6818181818181,-4.8128,9.1299,30,주의 필요,매출 성장률이 99.38%로 우수함; 순이익률이 -64.09%로 개선 필요; 부채비율이 530.68%로 높음; PER이 -4.81로 저평가 가능성; PBR이 9.13로 고평가 가능성,20,0,0,10
세아메카닉스,396300,3645,96554227500,6.336405529953917,2.7085590465872156,84.10041841004184,64.3695,1.3585,20,주의 필요,매출 성장률이 6.34%로 저조함; 순이익률이 2.71%로 개선 필요; 부채비율이 84.10%로 높음; PER이 64.37로 고평가 가능성; PBR이 1.36로 적정 수준,0,0,0,20
워트,396470,8900,143468000000,18.75,22.36842105263158,3.0015797788309637,34.9922,2.2845,50,보통,매출 성장률이 18.75%로 양호함; 순이익률이 22.37%로 우수함; 부채비율이 3.00%로 안정적임; PER이 34.99로 고평가 가능성; PBR이 2.28로 고평가 가능성,10,20,20,0
에이프릴바이오,397030,21850,492227972600,13650.0,72.72727272727273,9.45054945054945,21.6841,5.902,60,좋음,매출 성장률이 13650.00%로 우수함; 순이익률이 72.73%로 우수함; 부채비율이 9.45%로 안정적임; PER이 21.68로 고평가 가능성; PBR이 5.90로 고평가 가능성,20,20,20,0
가온칩스,399720,51000,591621420000,51.729559748427675,7.772020725388601,62.53602305475504,257.2267,9.0358,20,주의 필요,매출 성장률이 51.73%로 우수함; 순이익률이 7.77%로 개선 필요; 부채비율이 62.54%로 높음; PER이 257.23로 고평가 가능성; PBR이 9.04로 고평가 가능성,20,0,0,0
코난테크놀로지,402030,34700,398074513600,7.786885245901639,-51.71102661596958,126.53061224489797,-34.6152,21.2024,10,주의 필요,매출 성장률이 7.79%로 저조함; 순이익률이 -51.71%로 개선 필요; 부채비율이 126.53%로 높음; PER이 -34.62로 저평가 가능성; PBR이 21.20로 고평가 가능성,0,0,0,10
SK스퀘어,402340,150200,19907636871600,169.4096993636164,59.46892563329804,11.925209594902325,4.0385,1.0532,90,매우 좋음,매출 성장률이 169.41%로 우수함; 순이익률이 59.47%로 우수함; 부채비율이 11.93%로 안정적임; PER이 4.04로 저평가 가능성; PBR이 1.05로 적정 수준,20,20,20,30
그린리소스,402490,13760,113925149440,12.121212121212121,12.972972972972974,81.78861788617886,25.8921,1.8753,40,보통,매출 성장률이 12.12%로 양호함; 순이익률이 12.97%로 양호함; 부채비율이 81.79%로 높음; PER이 25.89로 고평가 가능성; PBR이 1.88로 적정 수준,10,10,0,20
우듬지팜,403490,1750,79121812000,12.897526501766784,4.381846635367762,73.68421052631578,39.5609,1.9216,30,주의 필요,매출 성장률이 12.90%로 양호함; 순이익률이 4.38%로 개선 필요; 부채비율이 73.68%로 높음; PER이 39.56로 고평가 가능성; PBR이 1.92로 적정 수준,10,0,0,20
쏘카,403550,13080,429572078160,8.356336260978669,-7.179249652616952,244.141689373297,-24.2696,2.3293,10,주의 필요,매출 성장률이 8.36%로 저조함; 순이익률이 -7.18%로 개선 필요; 부채비율이 244.14%로 높음; PER이 -24.27로 저평가 가능성; PBR이 2.33로 고평가 가능성,0,0,0,10
HPSP,403870,25550,2133388412400,1.2841987716359575,47.574421168687984,15.113350125944585,26.6009,8.0887,40,보통,매출 성장률이 1.28%로 저조함; 순이익률이 47.57%로 우수함; 부채비율이 15.11%로 안정적임; PER이 26.60로 고평가 가능성; PBR이 8.09로 고평가 가능성,0,20,20,0
플라즈맵,405000,7980,30630783120,-21.705426356589147,-205.94059405940595,466.6666666666667,-1.5392,7.6577,10,주의 필요,매출 성장률이 -21.71%로 저조함; 순이익률이 -205.94%로 개선 필요; 부채비율이 466.67%로 높음; PER이 -1.54로 저평가 가능성; PBR이 7.66로 고평가 가능성,0,0,0,10
큐알티,405100,13080,160744057080,22.5140712945591,4.44104134762634,50.88495575221239,55.429,1.7601,40,보통,매출 성장률이 22.51%로 우수함; 순이익률이 4.44%로 개선 필요; 부채비율이 50.88%로 높음; PER이 55.43로 고평가 가능성; PBR이 1.76로 적정 수준,20,0,0,20
나라셀라,405920,2735,35221537860,-3.048065650644783,-6.892382103990327,102.84810126582278,-8.1911,0.5525,30,주의 필요,매출 성장률이 -3.05%로 저조함; 순이익률이 -6.89%로 개선 필요; 부채비율이 102.85%로 높음; PER이 -8.19로 저평가 가능성; PBR이 0.55로 적정 수준,0,0,0,30
뷰티스킨,406820,12090,42726543600,0.0,-7.045735475896168,137.53581661891116,-5.0267,1.207,30,주의 필요,매출 성장률이 0.00%로 저조함; 순이익률이 -7.05%로 개선 필요; 부채비율이 137.54%로 높음; PER이 -5.03로 저평가 가능성; PBR이 1.21로 적정 수준,0,0,0,30
꿈비,407400,7130,105627627420,36.67820069204152,-6.8354430379746836,114.32835820895522,-31.0669,3.0029,30,주의 필요,매출 성장률이 36.68%로 우수함; 순이익률이 -6.84%로 개선 필요; 부채비율이 114.33%로 높음; PER이 -31.07로 저평가 가능성; PBR이 3.00로 고평가 가능성,20,0,0,10
스튜디오미르,408900,4365,142864407180,-24.137931034482758,0.5681818181818182,10.913705583756345,-238.1073,3.6375,30,주의 필요,매출 성장률이 -24.14%로 저조함; 순이익률이 0.57%로 개선 필요; 부채비율이 10.91%로 안정적임; PER이 -238.11로 저평가 가능성; PBR이 3.64로 고평가 가능성,0,0,20,10
메쎄이상,408920,2630,113701356650,32.08661417322835,20.119225037257824,21.26436781609195,8.3604,1.7379,80,매우 좋음,매출 성장률이 32.09%로 우수함; 순이익률이 20.12%로 우수함; 부채비율이 21.26%로 높음; PER이 8.36로 적정 수준; PBR이 1.74로 적정 수준,20,20,0,40
샌즈랩,411080,9050,138172123900,-29.059829059829063,-27.710843373493976,5.6722689075630255,,,20,주의 필요,매출 성장률이 -29.06%로 저조함; 순이익률이 -27.71%로 개선 필요; 부채비율이 5.67%로 안정적임; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,0,0,20,0
레이저쎌,412350,3395,29628069940,-33.33333333333333,-212.5,59.64912280701754,-2.9047,0.9984,30,주의 필요,매출 성장률이 -33.33%로 저조함; 순이익률이 -212.50%로 개선 필요; 부채비율이 59.65%로 높음; PER이 -2.90로 저평가 가능성; PBR이 1.00로 적정 수준,0,0,0,30
제일엠앤에스,412540,3935,81063616775,72.83519553072625,-49.09090909090909,-1801.5789473684213,-0.8106,1.6052,70,좋음,매출 성장률이 72.84%로 우수함; 순이익률이 -49.09%로 개선 필요; 부채비율이 -1801.58%로 안정적임; PER이 -0.81로 저평가 가능성; PBR이 1.61로 적정 수준,20,0,20,30
엠오티,413390,7140,82682485200,15.19674355495251,7.1849234393404,90.95652173913044,,,10,주의 필요,매출 성장률이 15.20%로 양호함; 순이익률이 7.18%로 개선 필요; 부채비율이 90.96%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,10,0,0,0
씨피시스템,413630,1538,56039530788,-3.1818181818181817,-56.8075117370892,6.487695749440715,-4.1206,1.2149,50,보통,매출 성장률이 -3.18%로 저조함; 순이익률이 -56.81%로 개선 필요; 부채비율이 6.49%로 안정적임; PER이 -4.12로 저평가 가능성; PBR이 1.21로 적정 수준,0,0,20,30
비아이매트릭스,413640,15450,111347223000,19.305019305019304,11.974110032362459,58.63192182410424,23.1973,3.8067,20,주의 필요,매출 성장률이 19.31%로 양호함; 순이익률이 11.97%로 양호함; 부채비율이 58.63%로 높음; PER이 23.20로 고평가 가능성; PBR이 3.81로 고평가 가능성,10,10,0,0
스튜디오삼익,415380,8730,35396919900,13.10272536687631,3.3364226135310475,36.10315186246418,9.8325,1.0099,50,보통,매출 성장률이 13.10%로 양호함; 순이익률이 3.34%로 개선 필요; 부채비율이 36.10%로 높음; PER이 9.83로 적정 수준; PBR이 1.01로 적정 수준,10,0,0,40
나노팀,417010,5370,108266331360,-31.35593220338983,-11.419753086419753,97.76286353467562,-24.0592,2.3233,10,주의 필요,매출 성장률이 -31.36%로 저조함; 순이익률이 -11.42%로 개선 필요; 부채비율이 97.76%로 높음; PER이 -24.06로 저평가 가능성; PBR이 2.32로 고평가 가능성,0,0,0,10
